timestamp,action,expiry,confidence,ID
2026-08-23 10:05:17+00:00,WAIT,1,45,EURJPYOTC0823100517
2026-08-23 10:06:03+00:00,WAIT,1,45,EURJPYOTC0823100603
2026-08-23 10:07:03+00:00,WAIT,1,45,EURJPYOTC0823100703
2026-08-23 10:08:03+00:00,WAIT,1,40,EURJPYOTC0823100803
2026-08-23 10:09:03+00:00,WAIT,1,45,EURJPYOTC0823100903
2026-08-23 10:10:03+00:00,WAIT,1,0,EURJPYOTC0823101003
2026-08-23 10:11:03+00:00,WAIT,1,0,EURJPYOTC0823101103
2026-08-23 10:12:03+00:00,WAIT,1,0,EURJPYOTC0823101203
2026-08-23 10:13:02+00:00,WAIT,1,0,EURJPYOTC0823101302
2026-08-23 10:14:03+00:00,WAIT,1,0,EURJPYOTC0823101403
2026-08-23 10:15:11+00:00,WAIT,1,40,EURJPYOTC0823101511
2026-08-23 10:16:03+00:00,WAIT,1,35,EURJPYOTC0823101603
2026-08-23 10:17:03+00:00,CALL,2,75,EURJPYOTC0823101703
2026-08-23 10:18:03+00:00,WAIT,1,0,EURJPYOTC0823101803
2026-08-23 10:19:03+00:00,WAIT,1,40,EURJPYOTC0823101903
2026-08-23 10:20:04+00:00,WAIT,1,45,EURJPYOTC0823102004
2026-08-23 10:21:03+00:00,WAIT,1,45,EURJPYOTC0823102103
2026-08-23 10:22:03+00:00,WAIT,1,45,EURJPYOTC0823102203
2026-08-23 10:23:03+00:00,WAIT,1,45,EURJPYOTC0823102303
2026-08-23 10:24:03+00:00,WAIT,1,45,EURJPYOTC0823102403
2026-08-23 10:25:04+00:00,PUT,2,75,EURJPYOTC0823102504
2026-08-23 10:26:03+00:00,WAIT,1,45,EURJPYOTC0823102603
2026-08-23 10:27:03+00:00,PUT,2,75,EURJPYOTC0823102703
2026-08-23 10:28:03+00:00,WAIT,1,45,EURJPYOTC0823102803
2026-08-23 10:29:02+00:00,WAIT,1,45,EURJPYOTC0823102902
2026-08-23 10:30:04+00:00,WAIT,1,45,EURJPYOTC0823103004
2026-08-23 10:31:03+00:00,WAIT,1,45,EURJPYOTC0823103103
2026-08-23 10:32:03+00:00,WAIT,1,45,EURJPYOTC0823103203
2026-08-23 10:33:03+00:00,WAIT,1,45,EURJPYOTC0823103303
2026-08-23 10:34:03+00:00,WAIT,1,45,EURJPYOTC0823103403
2026-08-23 10:35:03+00:00,WAIT,1,45,EURJPYOTC0823103503
2026-08-23 10:36:03+00:00,WAIT,1,45,EURJPYOTC0823103603
2026-08-23 10:37:03+00:00,WAIT,1,45,EURJPYOTC0823103703
2026-08-23 10:38:02+00:00,WAIT,1,45,EURJPYOTC0823103802
2026-08-23 10:39:03+00:00,WAIT,1,45,EURJPYOTC0823103903
2026-08-23 10:40:03+00:00,WAIT,1,45,EURJPYOTC0823104003
2026-08-23 10:41:03+00:00,WAIT,1,45,EURJPYOTC0823104103
2026-08-23 10:42:03+00:00,PUT,3,75,EURJPYOTC0823104203
2026-08-23 10:43:03+00:00,PUT,2,75,EURJPYOTC0823104303
2026-08-23 10:44:03+00:00,PUT,3,75,EURJPYOTC0823104403
2026-08-23 10:45:04+00:00,PUT,2,75,EURJPYOTC0823104504
2026-08-23 10:46:03+00:00,PUT,2,82,EURJPYOTC0823104603
2026-08-23 10:47:03+00:00,PUT,3,75,EURJPYOTC0823104703
2026-08-23 10:48:03+00:00,PUT,2,82,EURJPYOTC0823104803
2026-08-23 10:49:02+00:00,PUT,2,78,EURJPYOTC0823104902
2026-08-23 10:50:04+00:00,PUT,2,75,EURJPYOTC0823105004
2026-08-23 10:51:03+00:00,PUT,2,75,EURJPYOTC0823105103
2026-08-23 11:07:10+00:00,WAIT,1,45,EURJPYOTC0823110710
2026-08-23 11:08:03+00:00,WAIT,1,45,EURJPYOTC0823110803
2026-08-23 11:09:03+00:00,PUT,2,68,EURJPYOTC0823110903
2026-08-23 11:10:12+00:00,WAIT,1,45,EURJPYOTC0823111012
2026-08-23 11:11:03+00:00,WAIT,1,45,EURJPYOTC0823111103
2026-08-23 11:12:03+00:00,WAIT,1,45,EURJPYOTC0823111203
2026-08-23 11:13:03+00:00,WAIT,1,45,EURJPYOTC0823111303
2026-08-23 11:14:03+00:00,WAIT,1,45,EURJPYOTC0823111403
2026-08-23 11:15:12+00:00,WAIT,1,45,EURJPYOTC0823111512
2026-08-23 11:16:03+00:00,PUT,2,75,EURJPYOTC0823111603
2026-08-23 11:17:03+00:00,WAIT,1,45,EURJPYOTC0823111703
2026-08-23 11:18:03+00:00,PUT,2,72,EURJPYOTC0823111803
2026-08-23 11:19:03+00:00,PUT,3,65,EURJPYOTC0823111903
2026-08-23 11:20:04+00:00,WAIT,1,45,EURJPYOTC0823112004
2026-08-23 11:21:03+00:00,WAIT,1,45,EURJPYOTC0823112103
2026-08-23 11:22:03+00:00,WAIT,1,45,EURJPYOTC0823112203
2026-08-23 11:23:03+00:00,WAIT,1,45,EURJPYOTC0823112303
2026-08-23 11:24:03+00:00,PUT,3,65,EURJPYOTC0823112403
2026-08-23 11:25:03+00:00,WAIT,1,45,EURJPYOTC0823112503
2026-08-23 11:26:03+00:00,CALL,3,65,EURJPYOTC0823112603
2026-08-23 11:27:03+00:00,WAIT,1,35,EURJPYOTC0823112703
2026-08-30T14:33:10.465943,EURJPYOTC0830143310,EURJPY-OTC,WAIT,40,1,AI (gemini-3.5-flash-lite),ความขัดแย้งของกรอบเวลาหลัก (MTF Conflict สูงถึง 100) และความเสี่ยงของตลาดสูงเกินไป จึงควรหลีกเลี่ยงการเทรด
2026-08-30T14:34:02.902171,EURJPYOTC0830143402,EURJPY-OTC,WAIT,45,1,AI (gemini-3.5-flash-lite),ความขัดแย้งของไทม์เฟรมสูงและตลาดมีความผันผวนสูงแบบไร้ทิศทางชัดเจน
2026-08-30T14:34:09.141838,EURJPYOTC0830143409,EURJPY-OTC,WAIT,40,1,AI (gemini-3.5-flash-lite),ความขัดแย้งของกรอบเวลาสูงและตลาดยังมีความผันผวนแบบไร้ทิศทางชัดเจน
2026-08-30T14:35:10.131277,EURJPYOTC0830143510,EURJPY-OTC,WAIT,40,1,AI (gemini-3.5-flash-lite),ความขัดแย้งของกรอบเวลาและสภาพตลาดที่ไร้ทิศทางชัดเจนมีความเสี่ยงสูงเกินไป
2026-08-30T14:35:10.998840,EURJPYOTC0830143510,EURJPY-OTC,CALL,75,2,AI (gemini-3.5-flash-lite),ราคาอยู่ในโซนสะสมกำลังและมีสัญญาณ Bullish Divergence ที่แข็งแกร่ง หนุนด้วยโมเมนตัมขาขึ้นระยะสั้นในกรอบ M1 และ M5
2026-08-30T14:36:02.753452,EURJPYOTC0830143602,EURJPY-OTC,CALL,75,2,AI (gemini-3.5-flash-lite),M1 อยู่ในภาวะกระทิงเหนือเส้น EMA และมี Bullish Divergence แข็งแกร่งใน M5 สนับสนุนการปรับตัวขึ้นระยะสั้น
2026-08-30T14:36:06.357044,EURJPYOTC0830143606,EURJPY-OTC,WAIT,45,1,AI (gemini-3.5-flash-lite),ความขัดแย้งของกรอบเวลาหลักและภาวะตลาดที่ไร้ทิศทางชัดเจนมีความเสี่ยงสูง
2026-08-30T14:37:05.830693,EURJPYOTC0830143705,EURJPY-OTC,WAIT,45,1,AI (gemini-3.5-flash-lite),ตลาดมีความผันผวนสูงและโครงสร้างราคาขัดแย้งกันระหว่างกรอบเวลา ควรอารักขาความเสี่ยง
2026-08-30T14:37:07.017436,EURJPYOTC0830143707,EURJPY-OTC,WAIT,45,1,AI (gemini-3.5-flash-lite),ความขัดแย้งระหว่าง Timeframe สูงและสภาพตลาดที่มีความผันผวนรุนแรงทำให้ความเสี่ยงมากเกินไป
2026-08-30T14:38:05.843611,EURJPYOTC0830143805,EURJPY-OTC,WAIT,45,1,AI (gemini-3.5-flash-lite),ความขัดแย้งของกรอบเวลาหลักและสภาพตลาดที่มีความเสี่ยงสูงแนะนำให้รอดูสถานการณ์
2026-08-30T14:38:26.520338,EURJPYOTC0830143826,EURJPY-OTC,WAIT,40,1,AI (gemini-3.5-flash-lite),ความขัดแย้งของกรอบเวลาและสถานะความเสี่ยงสูงเกินไป ควรรอให้สัญญาณมีความชัดเจนกว่านี้
2026-08-30T14:39:10.103113,EURJPYOTC0830143910,EURJPY-OTC,WAIT,40,1,AI (gemini-3.5-flash-lite),ความขัดแย้งของกรอบเวลาและสภาพตลาดที่ผันผวนสูงทำให้ความเสี่ยงมากเกินไป
2026-08-30T14:40:15.026844,EURJPYOTC0830144015,EURJPY-OTC,WAIT,45,1,AI (gemini-3.5-flash-lite),ความขัดแย้งของกรอบเวลาและสัญญาณความเสี่ยงสูง ทำให้ควรหลีกเลี่ยงการเข้าเทรด
2026-08-30T14:41:11.040672,EURJPYOTC0830144111,EURJPY-OTC,WAIT,45,1,AI (gemini-3.5-flash-lite),ความขัดแย้งของกรอบเวลาสูงและมีความเสี่ยงจากสัญญาณไดเวอร์เจนซ์ฝั่งตรงข้าม
2026-08-30T14:42:09.765148,EURJPYOTC0830144209,EURJPY-OTC,WAIT,45,1,AI (gemini-3.5-flash-lite),ตลาดมีความขัดแย้งกันสูงและมีความเสี่ยงจาก Bullish Divergence จึงควรรอดูท่าที
2026-08-30T14:43:10.448005,EURJPYOTC0830144310,EURJPY-OTC,WAIT,45,1,AI (gemini-3.5-flash-lite),ตลาดมีความขัดแย้งกันสูงและมีความเสี่ยงในระดับสูง จึงควรหลีกเลี่ยงการเทรด
2026-08-30T14:40:33.000582,EURJPYOTC0830144033,EURJPY-OTC,WAIT,40,1,AI (gemini-3.5-flash-lite),ความขัดแย้งของกรอบเวลาสูงและตลาดยังมีความผันผวนผิดปกติ จึงควรหลีกเลี่ยงการซื้อขาย
2026-08-30T14:44:10.491000,EURJPYOTC0830144410,EURJPY-OTC,WAIT,45,1,AI (gemini-3.5-flash-lite),ความขัดแย้งของกรอบเวลาและสัญญาณที่ยังไม่ชัดเจน ควรอรอดูก่อน
2026-08-30T14:45:24.346022,EURJPYOTC0830144524,EURJPY-OTC,WAIT,45,1,AI (gemini-3.5-flash-lite),สัญญาณมีความขัดแย้งระหว่าง M5 bias ที่เป็นขาลงกับ M1 ที่พยายามรีบาวด์และ Stochastic อยู่ในโซนกลาง
2026-08-30T14:46:29.396962,EURJPYOTC0830144629,EURJPY-OTC,PUT,78,2,AI (gemini-3.5-flash-lite),แนวโน้มหลักในกรอบเวลา M5 และ M15 เป็นขาลง สอดคล้องกับสัญญาณ Evening Star และ MACD ที่กดดันราคาลงต่อ
