timestamp,ID,symbol,action,confidence_score,expiry_minutes,engine_used,reason_th
2026-08-27T03:47:01.855386,AUDUSDOTC0827034701,AUDUSD-OTC,PUT,88,3,AI (gemini-3.5-flash-lite),แนวโน้มขาลงชัดเจนและมีแรงขายต่อเนื่องจาก EMA
2026-09-20T00:25:01.842090,AUDUSDOTC0920002501,AUDUSD-OTC,WAIT,45,5,AI (gemini-3.5-flash-lite),ตลาดอยู่ในภาวะ Sideway และมีความขัดแย้งของกรอบเวลาหลักกับระยะสั้น ความเสี่ยงสูงควรหลีกเลี่ยง
2026-09-20T00:26:15.018336,AUDUSDOTC0920002615,AUDUSD-OTC,CALL,75,5,AI (gemini-3.5-flash-lite),โครงสร้างตลาดทุก Timeframe เป็น Bullish และเกิดการสะสมตัวพร้อมเบรกเอาท์ขึ้น
2026-09-20T00:27:03.451837,AUDUSDOTC0920002703,AUDUSD-OTC,CALL,75,5,AI (gemini-3.5-flash-lite),แนวโน้มหลักและ M5 เป็น Bullish พร้อมการสะสมราคา สนับสนุนโอกาสปรับตัวขึ้นต่อ
2026-09-20T00:28:01.834199,AUDUSDOTC0920002801,AUDUSD-OTC,CALL,75,5,AI (gemini-3.5-flash-lite),โครงสร้างตลาดหลักเป็นขาขึ้นและอยู่ในช่วงสะสมพลัง สนับสนุนโอกาสเบรกเอาท์ขึ้นต่อตาม M5 และ M15
2026-09-20T00:29:02.958767,AUDUSDOTC0920002902,AUDUSD-OTC,CALL,78,5,AI (gemini-3.5-flash-lite),โครงสร้างราคาและแนวโน้มทุกกรอบเวลาสอดคล้องไปในทิศทางขาขึ้นพร้อมสัญญาณสะสมกำลังซื้อ
2026-09-20T00:30:09.416573,AUDUSDOTC0920003009,AUDUSD-OTC,WAIT,45,5,AI (gemini-3.5-flash-lite),ตลาดมีความเสี่ยงจากรูปแบบ Doji และสัญญาณเตือน Bull Trap ในกรอบเวลา M5 ควรออรอดูความชัดเจน
2026-09-20T00:31:01.879938,AUDUSDOTC0920003101,AUDUSD-OTC,WAIT,45,5,AI (gemini-3.5-flash-lite),แม้แนวโน้มหลักเป็นขาขึ้น แต่สัญญาณ M5 มีความเสี่ยง Bull Trap และรูปแบบ Doji แสดงความลังเลสูง ควรรอจังหวะที่ชัดเจนกว่านี้
2026-09-20T00:32:01.936543,AUDUSDOTC0920003201,AUDUSD-OTC,WAIT,45,5,AI (gemini-3.5-flash-lite),แม้แนวโน้มหลักจะเป็นขาขึ้นแต่เกิดสัญญาณเตือน Bull Trap และรูปแบบราคาเป็น Doji ความลังเลสูงจึงควรหลีกเลี่ยง
2026-09-20T00:33:03.068593,AUDUSDOTC0920003303,AUDUSD-OTC,WAIT,45,5,AI (gemini-3.5-flash-lite),มีสัญญาณเตือนภาวะ Bull Trap และความไร้ประสิทธิภาพของราคาในกรอบ M5 จึงควรหลีกเลี่ยงการเข้าเทรด
2026-09-20T00:34:03.326678,AUDUSDOTC0920003403,AUDUSD-OTC,WAIT,45,5,AI (gemini-3.5-flash-lite),ตลาดอยู่ในภาวะสะสมตัวและมีความเสี่ยงจาก Bull Trap ประกอบกับแท่งเทียน M1 ปิดตัวเป็นลบ จึงควรรอดูสถานการณ์
